layer,index,active_frequency,mean_activation,max_activation,outgoing_abs_sum,activation_score
H2,52,0.7265631152920586,0.3521008789539337,5.1614861488342285,5.761687278747559,2.0286951065063477
H2,53,0.0,0.0,0.0,0.011207632720470428,0.0
H2,54,0.8669787792605557,0.2427818477153778,3.309117317199707,4.258522033691406,1.0338917970657349
H2,55,0.7322598993655656,1.413825511932373,7.693807601928711,10.681549072265625,15.101846694946289
H2,56,0.307390067818858,0.09400691837072372,4.071857929229736,10.470417022705078,0.9842916131019592
H2,57,0.5805644279151171,0.3614354729652405,2.7708117961883545,3.8978776931762695,1.408831238746643
H2,58,0.9995274556989718,2.9759654998779297,12.079402923583984,6.2383623123168945,18.56515121459961
H2,59,0.9528418289214614,0.7049506306648254,4.0409040451049805,2.364246368408203,1.6666769981384277
H2,60,1.0,3.4945690631866455,9.646350860595703,1.897602915763855,6.6313042640686035
H2,61,0.6423714723255305,0.8499137163162231,8.592522621154785,7.215202808380127,6.132299900054932
H2,62,0.7806519361190112,0.1569361835718155,2.765542507171631,3.264493465423584,0.5123171210289001
H2,63,0.5492977466637498,0.15412521362304688,3.7598228454589844,6.104955673217773,0.9409276247024536
H2,64,0.985412382410851,0.7708872556686401,2.721306800842285,3.3480722904205322,2.580986261367798
H2,65,0.99970247210676,3.665647506713867,16.433311462402344,8.624812126159668,31.615520477294922
H2,66,0.5608050754758258,0.17263583838939667,3.024176836013794,6.408291816711426,1.1063008308410645
H2,67,0.0,0.0,0.0,0.007300759665668011,0.0
H2,68,0.825263618464231,0.3442166745662689,4.173545837402344,6.18082332611084,2.127542495727539
H2,69,1.0,3.4972691535949707,9.590627670288086,1.5347334146499634,5.36737585067749
H2,70,0.5120017501640779,0.4269270896911621,6.395415306091309,4.809433460235596,2.0532774925231934
H2,71,0.7446073069350252,0.4100631773471832,3.902568817138672,9.511209487915039,3.9001967906951904
H2,72,0.8245285495515204,0.2232867181301117,4.6009721755981445,5.784906387329102,1.2916927337646484
H2,73,0.91880988842704,0.33722880482673645,4.649563312530518,3.965181827545166,1.337173581123352
H2,74,0.4303653467512579,0.4788541793823242,6.547729015350342,4.433093070983887,2.122805118560791
H2,75,1.0,3.953211545944214,10.621746063232422,1.621660828590393,6.410768508911133
H2,76,0.762275213301247,0.18092088401317596,3.0996992588043213,5.9846272468566895,1.0827440023422241
H2,77,0.3491227302559615,0.18367742002010345,4.517189979553223,8.859292984008789,1.6272521018981934
H2,78,0.7654780135637717,0.3916882276535034,3.9569876194000244,4.233595371246338,1.6582494974136353
H2,79,0.0,0.0,0.0,0.005384624935686588,0.0
H2,80,0.8188142638372348,0.21958449482917786,3.2984535694122314,4.929744720458984,1.0824954509735107
H2,81,0.8196630934150076,0.5791651010513306,5.393290042877197,5.357585906982422,3.102926731109619
H2,82,0.0,0.0,0.0,0.006124747917056084,0.0
H2,83,0.5487814482607745,0.1339399814605713,3.366260528564453,5.982329368591309,0.8012731075286865
H2,84,0.0,0.0,0.0,0.009883345104753971,0.0
H2,85,0.9890614745132356,0.8960931897163391,3.8218343257904053,5.637367248535156,5.051606178283691
H2,86,0.7140581929555896,0.3489111661911011,3.960649013519287,4.962038993835449,1.7313108444213867
H2,87,0.8091533581273245,0.32672426104545593,3.469684362411499,3.905092239379883,1.2758883237838745
H2,88,0.6637147232553052,0.7433056831359863,6.619173526763916,3.8790879249572754,2.883347988128662
H2,89,0.8337606650623496,0.29979750514030457,2.187786340713501,3.532374858856201,1.0589971542358398
H2,90,0.5065149857799168,0.46453720331192017,5.020412445068359,4.470174789428711,2.0765624046325684
H2,91,0.9680945088602056,0.984077513217926,6.918878078460693,6.1621856689453125,6.06406831741333
H2,92,1.0,3.545840263366699,9.79419994354248,2.0870678424835205,7.40040922164917
H2,93,1.0,4.884115695953369,14.196721076965332,5.42667818069458,26.50452423095703
H2,94,0.8928112010500985,0.5522920489311218,3.8318071365356445,3.7359347343444824,2.0633270740509033
H2,95,0.7278932399912492,0.2578180432319641,2.912383794784546,4.019227027893066,1.0362292528152466
H2,96,0.0,0.0,0.0,0.007262201514095068,0.0
H2,97,1.0,3.483473539352417,9.54084300994873,1.578620433807373,5.499082565307617
H2,98,0.7575060161890177,0.24976128339767456,4.17220401763916,4.877355575561523,1.2181745767593384
H2,99,0.34679501203237806,0.15370836853981018,3.5604915618896484,10.41836929321289,1.6013906002044678
H2,100,0.6717217239116167,0.37240371108055115,5.007853984832764,5.335047245025635,1.9867913722991943
H2,101,0.8813651279807482,0.2734844982624054,2.8019676208496094,4.4674224853515625,1.2217707633972168
H2,102,0.9220214395099541,0.7545241117477417,5.68634033203125,7.417115211486816,5.5963921546936035
H2,103,0.7425246116823452,0.6504353284835815,6.925139904022217,4.8307905197143555,3.1421167850494385
H2,104,0.0,0.0,0.0,0.006757341790944338,0.0
H2,105,0.8969765915554583,0.3034325838088989,2.917711019515991,4.007508277893066,1.2160085439682007
H2,106,0.9751389192736819,0.3992902636528015,3.4817259311676025,3.8463358879089355,1.5358045101165771
H2,107,0.6664799824983593,0.6053386926651001,4.409997463226318,5.042790412902832,3.052596092224121
H2,108,0.7505491139794356,0.7020381093025208,5.457176685333252,6.062386989593506,4.256026744842529
H2,109,0.0,0.0,0.0,0.045109815895557404,0.0
H2,110,0.04555677094727631,0.023149287328124046,5.052194595336914,7.3826494216918945,0.1709030717611313
H2,111,0.0,0.0,0.0,0.0024254387244582176,0.0
H2,112,0.5432684314154452,0.18674185872077942,5.0818634033203125,5.725497245788574,1.0691900253295898
H2,113,0.8443316560927587,0.2900855839252472,2.325242042541504,4.504408359527588,1.3066638708114624
H2,114,0.47824983592211767,0.18877744674682617,6.852725505828857,6.908928394317627,1.304249882698059
H2,115,0.6223583460949464,0.17836487293243408,4.524360656738281,5.6840715408325195,1.0138386487960815
H2,116,1.0,4.427160263061523,12.585677146911621,4.656792163848877,20.616365432739258
H2,117,0.0,0.0,0.0,0.011671440675854683,0.0
H2,118,0.6699365565521768,0.15325036644935608,3.790337085723877,5.337685585021973,0.8180022835731506
H2,119,0.8286589367753227,0.264102965593338,4.420657634735107,4.055344104766846,1.0710283517837524
H2,120,0.0,0.0,0.0,0.005696757230907679,0.0
H2,121,0.5658630496609057,0.2691788971424103,3.9819390773773193,5.11748743057251,1.3775196075439453
H2,122,1.0,5.269071102142334,14.811644554138184,2.4495184421539307,12.906686782836914
H2,123,0.7226777510391599,0.8028292655944824,6.192479133605957,7.781538009643555,6.247246265411377
H2,124,0.6010150951651717,0.1768147051334381,3.8871071338653564,7.39423131942749,1.3074088096618652
H2,125,1.0,5.294994354248047,15.867247581481934,6.3001861572265625,33.35945129394531
H2,126,0.8498359221176985,0.295760840177536,2.9832279682159424,3.962564706802368,1.1719714403152466
H2,127,0.0,0.0,0.0,0.00845254771411419,0.0
